nomes;idade;cidade;estado;cpf;cnpj;cpfStatus;cnpjStatus
Terry Romero;82;ADAMANTINA;SP;49071439909;28880490766341;True;True
Vincent Greene;55;ABREULNDIA;TO;52438843756;24691012949259;True;True
Mrs. Suzanne Peters;19;ACRELNDIA;AC;81433726181;29592536264459;True;True
Mark Spencer;30;GUABRANCA;AL;33980803325;88133999977213;True;True
Shannon White;51;ALVARES;AM;97953053799;10501073778472;True;True
Sandra Dunn MD;36;SERRADONAVIO;AP;41664652795;22302433350038;True;True
Michelle Davila;73;ABARA;BA;88181875702;05422175472207;True;True
Lance Cowan;37;ABAIARA;CE;33412146404;73255692275027;True;True
Dana Miller;38;Braslia;DF;61922382353;01498827877805;True;True
Rebecca Levy;47;AFONSOCLUDIO;ES;63804841910;47204292806380;True;True
Christian Smith;71;ABADIADEGOIS;GO;50603537456;63724552901801;True;True
Donald Lee;77;AAILNDIA;MA;06485649751;34399717654706;True;True
Hannah Rivera;90;ABADIADOSDOURADOS;MG;88832867907;60217005106006;True;True
Teresa Brooks;67;GUACLARA;MS;55360312874;35045270438948;True;True
Mark Flores;29;ACORIZAL;MT;78269384062;09338933813851;True;True
Fernando Coleman;57;ABAETETUBA;PA;85110949700;27054527561009;True;True
Jonathan Dixon;54;GUABRANCA;PB;55123323414;16538645356480;True;True
Thomas Rivas;65;ABREUELIMA;PE;42171481358;89442870142859;True;True
Renee Cooper;45;ACAU;PI;35798071375;15669155341771;True;True
Steven Williams;24;ABATI;PR;30539327506;84482082543001;True;True
Lauren Mitchell;61;ANGRADOSREIS;RJ;15106991552;70716562318120;True;True
Jacqueline Simmons;30;ACARI;RN;99640449253;03192240876223;True;True
Samantha Mcclure;68;ALTAFLORESTADOESTE;RO;22413956417;89794949426790;True;True
Angela Rhodes;81;AMAJARI;RR;64246606669;48140877272880;True;True
Robert Lewis;46;ACEGU;RS;67164049459;95171301007440;True;True
Elizabeth Thomas;76;ABDONBATISTA;SC;66577869995;29830418330167;True;True
William Mcintosh;26;AMPARODESOFRANCISCO;SE;67615576237;90051472141223;True;True
Marcia Alvarado;84;ADAMANTINA;SP;96256785657;57126773264974;True;True
Sydney Garcia;88;ABREULNDIA;TO;35374214195;87376458558609;True;True
Noah Wilson;56;ACRELNDIA;AC;36419139694;18356772948316;True;True
Austin Evans;29;GUABRANCA;AL;33898036960;34697716679724;True;True
Alexa Hill;45;ALVARES;AM;80819138665;20926314525270;True;True
Timothy Johnson;64;SERRADONAVIO;AP;47807853832;79776626183630;True;True
Janet Middleton;21;ABARA;BA;52963075421;99902221825499;True;True
Vincent Torres;47;ABAIARA;CE;64069701362;29131527414020;True;True
Marie Ibarra;64;Braslia;DF;23489136314;45164300464051;True;True
Dale Lucas;65;AFONSOCLUDIO;ES;64127674954;38328359546630;True;True
William Carr;40;ABADIADEGOIS;GO;31330835115;64864099329600;True;True
Ashley Howell;74;AAILNDIA;MA;05601380082;07766717623080;True;True
Sherry Duke;50;ABADIADOSDOURADOS;MG;43182758926;47023030447084;True;True
Margaret Cline;58;GUACLARA;MS;60421281677;21161184276058;True;True
Donald Howell;45;ACORIZAL;MT;53150287715;56496777995331;True;True
Allen Nguyen;77;ABAETETUBA;PA;18259326469;49290900766960;True;True
Marcus Rogers;40;GUABRANCA;PB;51938901053;42868038236752;True;True
Scott Griffin;20;ABREUELIMA;PE;40879196840;74442465309237;True;True
Rebecca Thomas;80;ACAU;PI;82204691534;75714889042849;True;True
Lori Fitzpatrick;20;ABATI;PR;26283035159;58887594967590;True;True
Daniel Roberts;56;ANGRADOSREIS;RJ;73127637152;61306865643092;True;True
Richard Bauer;65;ACARI;RN;03667033664;92828683419555;True;True
Justin Perez;86;ALTAFLORESTADOESTE;RO;17972690464;02978363197758;True;True
Ashley James;86;AMAJARI;RR;22117371370;01876955173945;True;True
Mathew Edwards;52;ACEGU;RS;06856590385;13154668749209;True;True
John Thomas;70;ABDONBATISTA;SC;50198279400;47825659637173;True;True
Destiny Stevens;90;AMPARODESOFRANCISCO;SE;96163939360;46015840814207;True;True
April Evans;73;ADAMANTINA;SP;04454824193;94767188414388;True;True
Randy Brown;59;ABREULNDIA;TO;30629349991;61455791572108;True;True
Michele Medina;23;ACRELNDIA;AC;84431177108;75224515148597;True;True
Jessica Flores;89;GUABRANCA;AL;73820900004;40794307501419;True;True
Cole Turner;66;ALVARES;AM;25032823937;82905815827151;True;True
Matthew Mathis;80;SERRADONAVIO;AP;33005514986;00377258719106;True;True
Alan Peters;80;ABARA;BA;19220974703;33231384446623;True;True
John Anderson;82;ABAIARA;CE;59974050367;93972724326024;True;True
Samantha Thompson;54;Braslia;DF;47433776257;25740964705656;True;True
Mrs. Angela Hernandez;34;AFONSOCLUDIO;ES;96765479481;78156668003135;True;True
Ashley Lang;18;ABADIADEGOIS;GO;52951423020;41042442998391;True;True
Brittany Jackson;47;AAILNDIA;MA;61850441294;51170982981177;True;True
Michael Jones;23;ABADIADOSDOURADOS;MG;94853365516;11645960106462;True;True
Veronica Bell;60;GUACLARA;MS;38846731301;80647201662842;True;True
Nicholas Fry;24;ACORIZAL;MT;37079285437;11737639288689;True;True
Jody Lopez;40;ABAETETUBA;PA;89901315379;48345337984159;True;True
Jane Williams;81;GUABRANCA;PB;74229200099;80710230700916;True;True
Michael Martin;43;ABREUELIMA;PE;51309900566;19059437584872;True;True
Olivia Gardner;68;ACAU;PI;18624047200;63855516000995;True;True
Elizabeth Davis;82;ABATI;PR;64851032528;25946702344364;True;True
Barbara Baker;52;ANGRADOSREIS;RJ;41621000982;19641457989245;True;True
Randall Smith;28;ACARI;RN;95716035701;33185487806668;True;True
Justin Allen;57;ALTAFLORESTADOESTE;RO;43352944334;06928115981012;True;True
Edwin Smith;33;AMAJARI;RR;80300767200;29548027757450;True;True
Leslie Coleman;38;ACEGU;RS;36358707302;15478432588578;True;True
Tina Jones;43;ABDONBATISTA;SC;82756263664;72191530677159;True;True
Mary Jordan;48;AMPARODESOFRANCISCO;SE;15080886676;78655190728915;True;True
Barbara Hernandez;83;ADAMANTINA;SP;41115795155;62865252695600;True;True
Travis Johnson;84;ABREULNDIA;TO;31190087022;87375485633898;True;True
Heidi Marshall;67;ACRELNDIA;AC;71654212202;75960525133720;True;True
Julie Stevenson;69;GUABRANCA;AL;55524157523;12557346522898;True;True
Dorothy Carroll;87;ALVARES;AM;25062801036;05600624548339;True;True
Colleen Daniels;77;SERRADONAVIO;AP;20824178084;64831655397809;True;True
Jonathan Friedman;57;ABARA;BA;86767037877;88683175697010;True;True
Abigail Ford;43;ABAIARA;CE;94656832138;46926310829749;True;True
Deanna Moran PhD;71;Braslia;DF;36997799043;66026648769325;True;True
Meghan Parker;50;AFONSOCLUDIO;ES;17035334610;68249599986170;True;True
Jeremy Schultz;41;ABADIADEGOIS;GO;88800037801;08517977322807;True;True
Benjamin Alvarez;87;AAILNDIA;MA;32433395372;79601739123960;True;True
Christina Dunn;69;ABADIADOSDOURADOS;MG;10601357280;12901960745379;True;True
Destiny Neal;56;GUACLARA;MS;45542268404;98403624625251;True;True
Sara Roberts;71;ACORIZAL;MT;26305664803;72251244786348;True;True
Linda Dean;34;ABAETETUBA;PA;28901268540;02717007043040;True;True
Samuel Perez;35;GUABRANCA;PB;13146144956;85732590221023;True;True
Monique Henry;36;ABREUELIMA;PE;49942146547;44818041785464;True;True
Brittany Mills;19;ACAU;PI;25637040141;09012873256401;True;True
Zachary Torres;38;ABATI;PR;50757560695;00007882948900;True;True
Martha Powers;76;ANGRADOSREIS;RJ;87047446915;03302770175491;True;True
Timothy Soto;25;ACARI;RN;82635153604;60068453191262;True;True
Benjamin Smith;59;ALTAFLORESTADOESTE;RO;55242532475;87037014619966;True;True
Daniel Peters;64;AMAJARI;RR;80227333853;45289707536600;True;True
David Rivas DDS;80;ACEGU;RS;16580590505;19990044945066;True;True
Christopher Alexander;89;ABDONBATISTA;SC;52403971472;77846965954470;True;True
Adrienne Hardy;58;AMPARODESOFRANCISCO;SE;10332291804;33391657244999;True;True
Dwayne Perkins;55;ADAMANTINA;SP;01007673702;15695855136991;True;True
Hannah Diaz;72;ABREULNDIA;TO;24735764089;47395786973457;True;True
Kyle Kirby;42;ACRELNDIA;AC;63645130853;21844620257978;True;True
Nathan Adkins;63;GUABRANCA;AL;70252844408;68376906385423;True;True
Rodney Fisher;50;ALVARES;AM;20643752609;14733927628853;True;True
Lisa Aguirre;88;SERRADONAVIO;AP;46066322249;19423450181586;True;True
Nicole Stephens;31;ABARA;BA;52673520473;12769076724910;True;True
Lisa Costa;79;ABAIARA;CE;70134613180;51779501388530;True;True
David Mcgee;24;Braslia;DF;84659038246;96293813530829;True;True
Kimberly Parker;69;AFONSOCLUDIO;ES;60049838881;43583625746103;True;True
Kevin Chambers;35;ABADIADEGOIS;GO;30199676941;39969811738431;True;True
Derrick Rodriguez;21;AAILNDIA;MA;51591270707;87199161925200;True;True
Cory Bray;78;ABADIADOSDOURADOS;MG;86545570447;88204855602070;True;True
Carrie Hess;72;GUACLARA;MS;25938469767;09226737466729;True;True
Crystal Alvarado;52;ACORIZAL;MT;34249415651;08660611462031;True;True
Sabrina Hogan;50;ABAETETUBA;PA;89073005426;10721759270416;True;True
Dave Stewart;71;GUABRANCA;PB;10979443440;33797475224482;True;True
Laura King;80;ABREUELIMA;PE;54586590319;41249888036298;True;True
Billy Mcdowell;60;ACAU;PI;05948797872;94876663434118;True;True
James Phillips;69;ABATI;PR;49197102830;18461304386710;True;True
Kristen Tucker;81;ANGRADOSREIS;RJ;58382303471;49642101860928;True;True
Emily Morrison;25;ACARI;RN;11338848062;32099096965464;True;True
Michelle Mcbride;69;ALTAFLORESTADOESTE;RO;37717696045;48580207986900;True;True
Jacob Smith;71;AMAJARI;RR;96522132680;31964305422998;True;True
Mrs. Tammy Travis DVM;43;ACEGU;RS;77616620965;91272021853866;True;True
Jillian Wallace;32;ABDONBATISTA;SC;24525349867;83681261291448;True;True
Sandra Lewis;36;AMPARODESOFRANCISCO;SE;43451342693;70509838821208;True;True
Rhonda Mcmillan;37;ADAMANTINA;SP;21718664389;45848764988663;True;True
Laura Reeves;55;ABREULNDIA;TO;51219062693;55349093452480;True;True
Mary Tucker;90;ACRELNDIA;AC;33748887477;93320932902724;True;True
Dawn Taylor;49;GUABRANCA;AL;58672382536;45818409481822;True;True
Mark Miller;28;ALVARES;AM;49303485955;56963722634103;True;True
Melissa Rodriguez;40;SERRADONAVIO;AP;39820899648;65847220829626;True;True
Dylan Smith;39;ABARA;BA;86533506757;88453728213024;True;True
Katherine Lopez;35;ABAIARA;CE;80248696750;04971184996781;True;True
Michael Jackson;75;Braslia;DF;80945023553;17047851203387;True;True
Sherry Moyer;28;AFONSOCLUDIO;ES;82451711159;00689549475915;True;True
Thomas Huang;21;ABADIADEGOIS;GO;70820446157;35161325651158;True;True
Jeffrey Matthews;82;AAILNDIA;MA;42971451461;83816954031598;True;True
Shaun Rodriguez;42;ABADIADOSDOURADOS;MG;72935084250;61732361605027;True;True
Timothy Johnson;53;GUACLARA;MS;00961032219;64767462403747;True;True
Susan Chambers;83;ACORIZAL;MT;78999480100;42080169415004;True;True
Dr. Dawn Garcia;66;ABAETETUBA;PA;05734959472;28275990028361;True;True
Lisa Sanchez;54;GUABRANCA;PB;24308024145;73643420035460;True;True
Daniel Smith;79;ABREUELIMA;PE;16698919330;70719875467218;True;True
Rodney Mccarthy;59;ACAU;PI;62253600504;48237004082170;True;True
Curtis Martinez;85;ABATI;PR;61944391819;56647995308349;True;True
Barbara Williams;75;ANGRADOSREIS;RJ;01925713113;17666895111601;True;True
Melissa Williams;62;ACARI;RN;03383559602;75628389820935;True;True
Ian Floyd;42;ALTAFLORESTADOESTE;RO;66751449011;51086427278983;True;True
Carol Lawrence;35;AMAJARI;RR;64895195503;48746721299703;True;True
Sandra Davis;22;ACEGU;RS;50448111810;02457202246868;True;True
Noah Harper;82;ABDONBATISTA;SC;35791241291;78259502381505;True;True
Steven Patterson;77;AMPARODESOFRANCISCO;SE;77917680207;26714466300375;True;True
Alyssa Chapman;81;ADAMANTINA;SP;58039385482;36460956618605;True;True
Alison Murray;68;ABREULNDIA;TO;35977559925;39544938547654;True;True
Krystal Wiggins;48;ACRELNDIA;AC;16054007939;07446064370099;True;True
Dana Mcclure;61;GUABRANCA;AL;55190402576;60872369888222;True;True
Sara Smith;45;ALVARES;AM;83587532419;59653490983783;True;True
Alexis Davis;38;SERRADONAVIO;AP;87110254097;69171111380300;True;True
Matthew Taylor;38;ABARA;BA;80316968889;79905435943447;True;True
Sharon Baird;67;ABAIARA;CE;48001761070;12850380620432;True;True
Katie Ruiz;25;Braslia;DF;12114204774;01945309560767;True;True
Christine Brady;31;AFONSOCLUDIO;ES;76214005289;19762112985686;True;True
Charles Hart;62;ABADIADEGOIS;GO;86607147097;00959959514268;True;True
Brian Miller;45;AAILNDIA;MA;88325526807;72137181320876;True;True
Katherine Leon;22;ABADIADOSDOURADOS;MG;75335804190;15401153950981;True;True
Jeffrey Sutton;22;GUACLARA;MS;48515386690;31834078253343;True;True
Jessica Harrell;37;ACORIZAL;MT;99421998294;69080793843612;True;True
Victor Dixon;76;ABAETETUBA;PA;90277515360;01678930551206;True;True
Cindy Smith;30;GUABRANCA;PB;85626720928;57923492713682;True;True
Rebecca Morales;62;ABREUELIMA;PE;76010462061;91146805364308;True;True
Robert Wolf;55;ACAU;PI;66167875839;28009220976500;True;True
Amy Johnson;45;ABATI;PR;56425813415;86237736043684;True;True
Jill Williams;82;ANGRADOSREIS;RJ;52992877719;48001332890716;True;True
Rita Hill;22;ACARI;RN;45830619512;50592760334907;True;True
Carl Huynh;33;ALTAFLORESTADOESTE;RO;13968662059;71053603899402;True;True
Bryan Rivas;47;AMAJARI;RR;05579387911;10087571776124;True;True
Brenda Dennis;63;ACEGU;RS;94732191487;00415186709009;True;True
Joshua Long;70;ABDONBATISTA;SC;43078111431;84977301666966;True;True
Lisa Jones;73;AMPARODESOFRANCISCO;SE;80709093829;42366888822058;True;True
Robert Graham;79;ADAMANTINA;SP;96854323681;06902961338888;True;True
Margaret Chavez;49;ABREULNDIA;TO;43473582026;28885179739070;True;True
Steven Smith;89;ACRELNDIA;AC;99358566230;36771917784626;True;True
Amy Morris;87;GUABRANCA;AL;43058597185;31009541789239;True;True
Joseph Jackson;31;ALVARES;AM;36333552941;17684287109986;True;True
Eric Kelley;30;SERRADONAVIO;AP;87502305149;50460190283132;True;True
Alexis Harrison;82;ABARA;BA;10746951272;66882688780852;True;True
Jessica Crawford;63;ABAIARA;CE;02644882966;32747131455805;True;True
John Kim;69;Braslia;DF;65597302477;74176019503202;True;True
David Gross;30;AFONSOCLUDIO;ES;62215422351;87116869580750;True;True
Shannon Chapman;42;ABADIADEGOIS;GO;80976984806;34638668764644;True;True
Casey Callahan;78;AAILNDIA;MA;41408669269;87608382774130;True;True
Charles Adams;64;ABADIADOSDOURADOS;MG;37954136485;60534079859848;True;True
Amy Robinson;29;GUACLARA;MS;85291073497;71043940157277;True;True
Tracy Mason;53;ACORIZAL;MT;21770505610;56197835985878;True;True
Monica Taylor;61;ABAETETUBA;PA;59168318200;29389738754918;True;True
Joseph Griffin;57;GUABRANCA;PB;19568993592;39521328122111;True;True
John Long;78;ABREUELIMA;PE;76180249601;29736949742973;True;True
Marie Rodriguez;77;ACAU;PI;16746913350;54989518292669;True;True
Sean Martinez;24;ABATI;PR;17130447141;53549803713804;True;True
Sara Terry;31;ANGRADOSREIS;RJ;35760014412;78289259168297;True;True
Isaac Rangel;47;ACARI;RN;57520073807;69330124282790;True;True
Joel Hebert;68;ALTAFLORESTADOESTE;RO;29416012874;35562571176804;True;True
Samuel Gomez;64;AMAJARI;RR;32397760223;58342865210005;True;True
Brenda Allen;55;ACEGU;RS;07983669585;74872692256247;True;True
Nancy Velazquez;50;ABDONBATISTA;SC;02664681109;61965661649002;True;True
Jacqueline Hebert;57;AMPARODESOFRANCISCO;SE;96347592118;44622164334334;True;True
Mr. David Robinson II;68;ADAMANTINA;SP;85792281408;90966207104230;True;True
Joseph Wilcox;76;ABREULNDIA;TO;67365387009;18979080808581;True;True
Gary Waller;61;ACRELNDIA;AC;03912890714;36377125766266;True;True
Charlene Rhodes;59;GUABRANCA;AL;37765934155;74672698435019;True;True
Erica Hughes;36;ALVARES;AM;34854147199;75920063658861;True;True
Antonio Frye;18;SERRADONAVIO;AP;76543001828;57852434729285;True;True
Marissa York;48;ABARA;BA;22987798563;17457291282964;True;True
Brian Butler;28;ABAIARA;CE;57639953413;08336192334836;True;True
Elizabeth Ramos;41;Braslia;DF;74911959118;27416454202155;True;True
Jeffrey Pierce;46;AFONSOCLUDIO;ES;04912997102;65767773349383;True;True
Timothy Shelton;36;ABADIADEGOIS;GO;41916632165;28022851020422;True;True
Andres Terrell;80;AAILNDIA;MA;31137155043;76803966318994;True;True
Thomas Perkins;32;ABADIADOSDOURADOS;MG;35062855993;92755708196482;True;True
Casey Williamson;43;GUACLARA;MS;72562788966;43415821796192;True;True
Gregory Williams;76;ACORIZAL;MT;42683072651;42738166795500;True;True
William Ferguson;45;ABAETETUBA;PA;16777522204;26485992107063;True;True
Antonio Perez;64;GUABRANCA;PB;20461652846;79868662699000;True;True
Frederick Raymond;66;ABREUELIMA;PE;39631191109;04199875038600;True;True
Christopher Carpenter;40;ACAU;PI;97300381987;02084531189319;True;True
Joseph Sawyer;28;ABATI;PR;85613857318;43502890657524;True;True
Marvin Johnson;26;ANGRADOSREIS;RJ;92695318995;07794949307808;True;True
Nicole Mccarthy;46;ACARI;RN;03520117185;76646044376520;True;True
Alejandro Harris Jr.;45;ALTAFLORESTADOESTE;RO;88800888909;74918693338680;True;True
Michael Morris;26;AMAJARI;RR;50491356137;72249297472737;True;True
Pamela Mcdaniel;39;ACEGU;RS;89860747105;23164800129189;True;True
Amy Taylor;20;ABDONBATISTA;SC;07783506143;41274510072631;True;True
Sandra Garcia DDS;87;AMPARODESOFRANCISCO;SE;50388075260;83314458338500;True;True
April Lee;49;ADAMANTINA;SP;36355599118;25989316280955;True;True
James Adkins;60;ABREULNDIA;TO;60509498752;10036569939106;True;True
Sarah Fields;56;ACRELNDIA;AC;34351877006;64638585692607;True;True
Stacy Cochran;31;GUABRANCA;AL;51060882086;52366164691532;True;True
Joshua Smith;50;ALVARES;AM;75583580941;94559818433200;True;True
Mario Brown;57;SERRADONAVIO;AP;11952659213;58957482443305;True;True
Tiffany Sweeney;40;ABARA;BA;31893021467;04013988001903;True;True
David Ayers;84;ABAIARA;CE;55737009289;84671746255450;True;True
Erin Rivas;70;Braslia;DF;55978329990;79619766718808;True;True
Steven Barnett;38;AFONSOCLUDIO;ES;24033137424;62326094878375;True;True
Stephen Finley;21;ABADIADEGOIS;GO;42781210838;04900553311076;True;True
Mr. Nicholas Hampton;88;AAILNDIA;MA;29099784600;33875315131902;True;True
William Harris;83;ABADIADOSDOURADOS;MG;58682760193;46988969167085;True;True
Alejandro Gomez;23;GUACLARA;MS;50302704183;27593270649491;True;True
Thomas Roach;66;ACORIZAL;MT;33069049532;27485847512810;True;True
Autumn Hebert;79;ABAETETUBA;PA;92096592526;89872408003506;True;True
Sandra Bailey;53;GUABRANCA;PB;22448882312;01309606688941;True;True
Steven Hart;27;ABREUELIMA;PE;00236561235;74854222539988;True;True
Patricia Boyd;69;ACAU;PI;75038404049;22777736569629;True;True
David Blackburn;72;ABATI;PR;18977310784;23604792546411;True;True
Jeffrey Villanueva;85;ANGRADOSREIS;RJ;74116504041;49569816335067;True;True
Dustin Davis;62;ACARI;RN;41457492350;43389673407204;True;True
Manuel Woods;42;ALTAFLORESTADOESTE;RO;78728441508;81439262259055;True;True
Crystal Olsen;89;AMAJARI;RR;62712688112;22909693347440;True;True
Martin Reed;63;ACEGU;RS;89473106629;27088217772553;True;True
Katie Smith;54;ABDONBATISTA;SC;55670037499;23031307964464;True;True
Patrick Blackwell;51;AMPARODESOFRANCISCO;SE;91379361583;56270430857062;True;True
Joseph Cherry;70;ADAMANTINA;SP;26483234902;10470998465454;True;True
Earl Walton;39;ABREULNDIA;TO;01846786762;28129313098112;True;True
Thomas Wilson;48;ACRELNDIA;AC;46981857774;48229159887758;True;True
Charles Jackson;82;GUABRANCA;AL;97243882633;93316151138756;True;True
Mr. Randy Kelley;29;ALVARES;AM;06051181911;40742860746273;True;True
Beverly Hall;44;SERRADONAVIO;AP;18881224712;64826516224283;True;True
Kevin Zimmerman;87;ABARA;BA;56434597363;98689114302280;True;True
Gary Griffith;42;ABAIARA;CE;12852276380;94045041719657;True;True
Joseph Adams;49;Braslia;DF;73321396262;58380448472507;True;True
Kelly Parker;60;AFONSOCLUDIO;ES;57857735892;46298702643879;True;True
Ashley Hall;79;ABADIADEGOIS;GO;58455036800;50673212511200;True;True
John Welch;29;AAILNDIA;MA;72456965353;61472452612018;True;True
Spencer Vazquez;26;ABADIADOSDOURADOS;MG;22043317598;55384304568988;True;True
Jack Coleman;20;GUACLARA;MS;44454128138;65944904903552;True;True
David Smith;67;ACORIZAL;MT;87810033077;38847860092660;True;True
Thomas Buchanan;86;ABAETETUBA;PA;85188944332;95962699460773;True;True
Joe Rodriguez;90;GUABRANCA;PB;94268525149;96618326981203;True;True
Helen Hall;37;ABREUELIMA;PE;71250839270;81940090920625;True;True
